ObsID,InterviewerNumber,ObsDate,Langue,RspID,AnneeNaissance,Age,sex,ADM1_CODE,ADM1_NAME,ADM2_CODE,ADM2_NAME,ADM3_CODE,ADM3_NAME,HoHSex,EduHoH,Nbre_membre,Nbre_enfant,OccupHoH,Television,house,roof,ToiletType,Water,Staples,Pulses,Dairy,Meat,Veg,Fruits,Fats,Sugars,Calcul_FCS,Niveau,Approv,LessExpensiveFood,BorrowOrHelp,ReduceNumMeals,RestrictConsumption,LimitPortionSize,Calcul_CSI,Score_CSI,ImpRicekg_raw,LocalRiceKG_raw,NiebeKG_raw,PalmOil1L_raw,Meat_price_raw,buyhowoften,buyhowoften_oil,FreeResponse,ImpRicekg_cln,LocalRiceKG_cln,NiebeKG_cln,Meat_price_cln,PalmOil1L_cln,rCSI,FCS,FCG
8871,7,18-12-2017 15:35:12,Francais,71779P3661D,1978,39,M,GN03,Faranah,GN0303,Faranah,GIN030307,Marela,M,Superieur,6,4,Fonctionnaire,Non,Case,Paille,Latrineapuit,Forage,7,2,0,2,3,2,7,7,40,Acceptable,Propre production/jardins,2,1,2,2,2,14,Phase 2,6500,7000,8000,10000,25000,1/semaine,1/semaine,La situation alimentaire est compliquée cette année car les récoltes n’ont pas été bonnes,6500,7000,8000,25000,10000,14,40,3
8872,1,18-12-2017 15:28:06,Poular,75117I0961C,1953,64,M,GN02,Conakry,GN0201,Conakry,GIN020103,Matam,M,Aucun,7,4,Sans emploi,Oui,Maison en dur,Tole,Toiletteavecchasse,Forage,7,3,0,7,4,0,7,7,62,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,6000,7500,40000,18000,35000,1/mois,7/semaine,pour le moment nous mangeons bien nous remercions Dieu.,6000,7500,40000,35000,18000,0,62,3
8873,6,18-12-2017 15:27:40,Soussou,80073L7261D,1990,27,F,GN05,Kindia,GN0504,Kindia,GIN050404,Kindia centre,M,Superieur,5,2,Autre: retraité,Non,Maison en dur,Tole,Latrineapuit,Robinet,6,0,0,7,3,7,4,2,53,Acceptable,Marche/Boutique,0,2,0,0,7,11,Phase 2,7000,5000,13000,12000,30000,1/mois,1/mois,les prix sont exorbitant sur nos marchés actuellement,7000,5000,13000,30000,12000,11,53,3
8874,5,18-12-2017 15:23:19,Francais,64991N9461C,1980,37,M,GN01,Boke,GN0102,Boke,GIN010205,Kanfarande,M,Secondaire,10,2,Profession liberale,Oui,Maison en dur,Tole,Toiletteavecchasse,Source,7,0,1,7,1,1,0,0,48,Acceptable,Marche/Boutique,0,2,2,0,2,8,Phase 2,5000,5000,6500,12000,30000,1/mois,1/mois,les prix sont très couteux dans sa localité,5000,5000,6500,30000,12000,8,48,3
8875,3,18-12-2017 15:13:59,Francais,30942E4661A,1988,29,F,GN01,Boke,GN0101,Boffa,GIN010101,Boffa Centre,F,Superieur,2,1,Personnel de sante,Non,Maison en dur,Tole,Latrineabeton,Forage,7,0,0,7,2,1,7,2,49.5,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5000,6000,8000,12000,38000,7/semaine,7/semaine,"tous les prix des aliments sont chers au marché tu peut aller avec beaucoup d'argent au marché et revenir avec peu de chose dans le panier. 
",5000,6000,8000,38000,12000,0,49.5,3
8876,6,18-12-2017 15:13:49,Soussou,66849O3461D,1993,24,F,GN02,Conakry,GN0201,Conakry,GIN020104,Matoto,M,Superieur,10,7,Fonctionnaire,Oui,Maison en dur,Tole,Latrineabeton,Forage,7,1,0,7,1,0,6,0,49,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5000,6500,8000,12500,40000,1/mois,7/semaine,"les prix ne sont pas très chère actuellement dans ma localité avec conjoncture
",5000,6500,8000,40000,12500,0,49,3
8877,5,18-12-2017 15:09:04,Francais,80751B3661A,1954,63,M,GN01,Boke,GN0101,Boffa,GIN010101,Boffa Centre,M,Superieur,17,7,Profession liberale,Oui,Maison en banco,Tole,Latrineapuit,Forage,7,2,0,7,1,1,0,1,50.5,Acceptable,Marche/Boutique,1,3,6,3,7,29,Phase 3,5000,6500,7000,12000,30000,1/mois,1/semaine,la rareté des aliments se font ressentir dans leur localité est les prix sont très couteux,5000,6500,7000,30000,12000,29,50.5,3
8878,3,18-12-2017 14:59:55,Guerze,68009F7661C,1985,32,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080508,Samoe,M,Superieur,24,8,Fonctionnaire,Non,Maison en banco,Tole,Latrineapuit,Forage,7,4,0,7,4,0,7,0,61.5,Acceptable,Marche/Boutique,2,0,0,2,1,9,Phase 2,5000,6000,6500,8000,25000,7/semaine,7/semaine,la situation est dure car les prix des dennrées sont chèrs sur le marché,5000,6000,6500,25000,8000,9,61.5,3
8879,5,18-12-2017 14:57:20,Francais,60488W7661D,1986,31,M,GN01,Boke,GN0101,Boffa,GIN010108,Tougnifily,M,Superieur,20,9,Agriculture,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,0,2,7,1,1,4,0,54,Acceptable,Marche/Boutique,1,2,2,3,0,16,Phase 2,5000,5500,6000,7000,30000,1/mois,7/semaine,les prix des denrées alimentaire sont très couteux dans sa localité,5000,5500,6000,30000,7000,16,54,3
8880,6,18-12-2017 14:56:23,Soussou,96807H7461C,1999,18,F,GN05,Kindia,GN0503,Forecariah,GIN050302,Benty,M,Aucun,5,3,Agriculture,Non,Maison en dur,Rafia,Latrineabeton,Puit ordinaire,7,2,0,0,2,3,1,0,25.5,Limite,Marche/Boutique,5,4,3,4,7,35,Phase 3,5000,6500,8000,10000,30000,7/semaine,1/semaine,les aliments son trop chers dans notre localité;,5000,6500,8000,30000,10000,35,25.5,2
8881,3,18-12-2017 14:49:56,Guerze,97132J8661C,1984,33,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Aucun,25,13,Fonctionnaire,Non,Maison en banco,Tole,Latrineapuit,Puit ameliore,7,1,0,3,2,1,7,0,35.5,Acceptable,Marche/Boutique,2,0,3,3,3,17,Phase 2,5000,6000,7000,9000,30000,7/semaine,7/semaine,la situation est dure surtout cette année car les champs n'ont pas donner et les prix sont chèrs au marché,5000,6000,7000,30000,9000,17,35.5,3
8882,5,18-12-2017 14:49:33,Francais,76889O8661B,1983,34,M,GN01,Boke,GN0102,Boke,GIN010202,Boke Centre,F,Superieur,11,3,Sans emploi,Oui,Maison en dur,Tole,Latrineapuit,Puit ordinaire,7,2,0,1,1,0,6,1,28.5,Limite,Marche/Boutique,3,2,2,0,3,12,Phase 2,6500,5000,5000,12000,30000,1/mois,7/semaine,la situation alimentaire dans sa localité est très difficile les prix sont très cher,6500,5000,5000,30000,12000,12,28.5,2
8883,1,18-12-2017 14:44:11,Poular,13341W0461A,1995,22,F,GN07,Mamou,GN0701,Dalaba,GIN070102,Dalaba Centre,M,Aucun,3,1,Agriculture,Non,Case,Paille,Latrineapuit,Source,7,2,0,1,3,7,7,7,41,Acceptable,Marche/Boutique,0,3,2,0,0,8,Phase 2,5500,6000,10000,12000,30000,7/semaine,7/semaine,les prix des aliments sont chers dans nos marché,5500,6000,10000,30000,12000,8,41,3
8884,3,18-12-2017 14:35:55,Guerze,81842G4961B,1985,32,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Superieur,10,5,Personnel de sante,Non,Maison en banco,Tole,Latrineapuit,Puit ameliore,7,2,0,0,4,0,7,0,27.5,Limite,Marche/Boutique,2,3,1,2,3,18,Phase 2,5000,5500,7000,11000,3000,7/semaine,7/semaine,"La situation est vrai,ent compliquée car le prix des denrées sont chèrs sur le marché",5000,5500,7000,3000,11000,18,27.5,2
8885,7,18-12-2017 14:35:21,Francais,72406B2961B,1974,43,M,GN05,Kindia,GN0501,Coyah,GIN050103,Maneah,M,Secondaire,5,3,Profession liberale,Oui,Maison en dur,Tole,Latrineabeton,Robinet,7,2,0,2,2,0,7,0,33.5,Limite,Marche/Boutique,0,0,0,0,0,0,Phase 1,7000,6500,20000,18000,33000,1/mois,1/mois,La situation aliment est bonne cette année ici nous remercions Dieu,7000,6500,20000,33000,18000,0,33.5,2
8886,2,18-12-2017 14:34:30,Soussou,49961D8461A,1958,59,F,GN05,Kindia,GN0503,Forecariah,GIN050302,Benty,M,Primaire,16,6,Agriculture,Non,Maison en banco,Tole,Latrineabeton,Forage,7,0,0,7,0,0,4,7,47.5,Acceptable,Marche/Boutique,0,2,2,5,0,21,Phase 3,5500,4000,13000,14000,20000,7/semaine,7/semaine,la situation alimentaire est très critique ici tout est cher au marché.,5500,4000,13000,20000,14000,21,47.5,3
8887,5,18-12-2017 14:31:36,Soussou,70207U1061A,1983,34,F,GN05,Kindia,GN0105,Fria,GIN010503,Fria centre,M,Alphabetise,5,3,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Robinet,7,0,0,3,1,1,2,3,30.5,Limite,Marche/Boutique,3,1,2,1,1,11,Phase 2,4500,6500,10000,12000,30000,7/semaine,7/semaine,la situation alimentaire est très critique dans sa localité car les aliments sont difficiles a trouver,4500,6500,10000,30000,12000,11,30.5,2
8888,6,18-12-2017 14:27:10,Poular,71335J9461D,1966,51,M,GN07,Mamou,GN0703,Pita,GIN070302,Brouwal tape,M,Superieur,9,5,Autre: retraité,Non,Case,Paille,Autre:brousse,Source,7,4,0,0,3,0,5,0,31.5,Limite,Propre production/jardins,4,5,2,0,0,16,Phase 2,6000,7500,20000,10000,30000,1/semaine,1/semaine,Le prix des denrées alimentaires reste instable de notre côté;  vu que notre marché est hebdomadaire,6000,7500,20000,30000,10000,16,31.5,2
8889,3,18-12-2017 14:21:19,Guerze,71402M8961C,1985,32,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Superieur,15,4,Fonctionnaire,Non,Maison en banco,Tole,Latrineabeton,Puit ameliore,7,1,0,0,3,0,7,0,23.5,Limite,Marche/Boutique,2,0,3,2,1,12,Phase 2,5000,6000,6500,7000,30000,5/semaine,7/semaine,La situation est dure car nos champs non pas donné a cause de la secheresse  et les prix des denrées sont chèrs,5000,6000,6500,30000,7000,12,23.5,2
8890,2,18-12-2017 14:19:52,Francais,17769C8461C,1990,27,F,GN05,Kindia,GN0502,Dubreka,GIN050203,Falessade,M,Secondaire,4,0,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Puit ordinaire,7,6,0,7,1,7,5,0,70.5,Acceptable,Marche/Boutique,0,0,0,0,2,2,Phase 1,5500,4000,30000,12000,32000,1/mois,1/mois,la situation alimentaire est très difficile actuellement les prix sont chers et la vie est dure.,5500,4000,30000,32000,12000,2,70.5,3
8891,6,18-12-2017 14:16:55,Poular,13061P1661A,1987,30,F,GN07,Mamou,GN0701,Dalaba,GIN070109,Mitty,F,Aucun,10,2,Agriculture,Non,Maison en dur,Tole,Latrineabeton,Forage,5,0,0,0,3,5,5,1,21,Pauvre,Propre production/jardins,2,2,3,3,3,21,Phase 3,6000,7500,20000,10000,30000,7/semaine,7/semaine,bonne La situation alimentaire est compliqué; surtout à cette période de l'année car les récoltes n'ont été bonne,6000,7500,20000,30000,10000,21,21,1
8892,5,18-12-2017 14:16:50,Poular,70805O7061D,1994,23,F,GN05,Kindia,GN0105,Fria,GIN010503,Fria centre,M,Secondaire,6,3,Personnel de sante,Non,Maison en dur,Tole,Latrineapuit,Forage,7,1,0,3,1,2,7,1,36,Acceptable,Marche/Boutique,2,3,3,3,0,20,Phase 3,5000,6000,10000,10000,28000,7/semaine,7/semaine,la vie est très très surtout le marché par le manque de denrées alimentaires.,5000,6000,10000,28000,10000,20,36,3
8893,2,18-12-2017 14:06:47,Francais,75982Q8261D,1993,24,F,GN05,Kindia,GN0504,Kindia,GIN050404,Kindia centre,F,Superieur,9,1,Autre: retraite,Oui,Maison en dur,Tole,Toiletteavecchasse,Forage,7,0,0,7,1,7,6,0,53,Acceptable,Marche/Boutique,0,2,1,1,0,8,Phase 2,7000,5000,13000,12000,30000,1/mois,2/semaine,la situation alimentaire est très compliquée dans ma localité les prix sont assez chers au marché.,7000,5000,13000,30000,12000,8,53,3
8894,5,18-12-2017 14:06:43,Francais,43031U6161B,1990,27,F,GN05,Kindia,GN0105,Fria,GIN010503,Fria centre,M,Secondaire,8,3,Sans emploi,Oui,Maison en dur,Tole,Toiletteavecchasse,Forage,7,1,7,7,1,1,7,1,79,Acceptable,Marche/Boutique,5,3,5,1,2,21,Phase 3,4500,5000,5500,8000,28500,1/mois,1/mois,les prix sont très couteux dans sa localité,4500,5000,5500,28500,8000,21,79,3
8895,6,18-12-2017 14:02:42,Poular,42861O1661D,1964,53,F,GN07,Mamou,GN0702,Mamou,GIN070208,Oure kaba,M,Superieur,18,14,Fonctionnaire,Oui,Maison en dur,Tole,Latrineabeton,Forage,7,2,0,2,1,4,4,7,38.5,Acceptable,Marche/Boutique,1,0,1,0,0,2,Phase 1,6500,8000,20000,10000,30000,1/mois,1/mois,les condiments pour la sauce manque beaucoup par ce que nous n'en prodisons pas ici;,6500,8000,20000,30000,10000,2,38.5,3
8896,1,18-12-2017 13:56:16,Poular,63384S5661D,1958,59,M,GN06,Labe,GN0602,Labe,GIN060202,Daralabe,M,Primaire,12,5,Profession liberale,Non,Maison en dur,Tole,Latrineabeton,Puit ordinaire,7,2,0,2,1,0,7,4,34.5,Limite,Marche/Boutique,2,1,0,0,0,4,Phase 1,5500,6000,20000,120000,30000,1/mois,7/semaine,"au centre ville comme dans mon village les prix des denrées alimentaires sont chers il n'y pas une mauvaise qualité des aliments et un manque de suivi.
",5500,6000,20000,30000,120000,4,34.5,2
8897,6,18-12-2017 13:51:00,Poular,87058X2661B,1959,58,F,GN07,Mamou,GN0703,Pita,GIN070310,Sintali,M,Aucun,11,4,Autre: tailleur,Non,Maison en dur,Tole,Latrineapuit,Source,7,1,0,0,1,0,5,0,20.5,Pauvre,Marche/Boutique,5,1,7,7,7,42,Phase 3,6000,7500,20000,10000,30000,3/semaine,7/semaine,"Si tu à de l'argent tu ,mange bien dans ma localité ;les prix sont exorbitants",6000,7500,20000,30000,10000,42,20.5,1
8898,2,18-12-2017 13:47:58,Soussou,34375J6661A,1967,50,F,GN05,Kindia,GN0503,Forecariah,GIN050306,Kakossa,F,Aucun,10,3,Agriculture,Non,Case,Paille,Latrineapuit,Puit ordinaire,7,0,0,5,1,0,5,0,37.5,Acceptable,Marche/Boutique,0,5,3,5,2,30,Phase 3,5000,5000,13000,14000,20000,7/semaine,7/semaine,la situation alimentaire est très critique ici la vie est chère et nous souffrons beaucoup.,5000,5000,13000,20000,14000,30,37.5,3
8899,1,18-12-2017 13:46:54,Poular,21824F1661C,1984,33,M,GN06,Labe,GN0605,Tougue,GIN060510,Tougue centre,M,Superieur,6,2,Profession liberale,Oui,Maison en dur,Tole,Latrineabeton,Forage,7,3,0,2,2,0,7,0,36.5,Acceptable,Marche/Boutique,3,2,3,5,3,28,Phase 3,5500,6000,10000,12000,25000,7/semaine,7/semaine,nous ne msangeons pas a notre fain à cause du manque de moyens ;et les prix  sont trop chers au marché;ensuite il ya une mauvaise qualité des aliments.,5500,6000,10000,25000,12000,28,36.5,3
8900,7,18-12-2017 13:46:34,Francais,85479E4261A,1999,18,M,GN02,Conakry,GN0201,Conakry,GIN020104,Matoto,M,Superieur,7,3,Fonctionnaire,Oui,Maison en dur,Tole,Latrineabeton,Robinet,7,0,7,7,1,7,7,7,85,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5500,7500,40000,18000,40000,1/mois,1/mois,La situation aliment est bonne cette année ici nous remercions Dieu,5500,7500,40000,40000,18000,0,85,3
8901,5,18-12-2017 13:38:36,Francais,39954W4661C,1970,47,F,GN05,Kindia,GN0502,Dubreka,GIN050203,Falessade,M,Aucun,27,12,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,1,0,7,0,5,7,3,55,Acceptable,Marche/Boutique,3,0,0,0,3,6,Phase 2,5000,5000,13000,12000,30000,1/mois,1/semaine,les prix sont très couteux dans sa localité et la rareté des aliments se fait ressentir,5000,5000,13000,30000,12000,6,55,3
8902,6,18-12-2017 13:37:24,Poular,71494U3661B,1952,65,F,GN07,Mamou,GN0702,Mamou,GIN070206,Mamou centre,F,Secondaire,12,6,Personnel de sante,Oui,Maison en dur,Tole,Toiletteavecchasse,Robinet,7,0,0,7,1,0,7,7,50,Acceptable,Marche/Boutique,0,1,0,0,0,2,Phase 1,5000,6500,8000,10000,30000,4/semaine,7/semaine,La situation alimentaire est compliqué; surtout à cette période de l'année car les récoltes n'ont pas été bonne,5000,6500,8000,30000,10000,2,50,3
8903,1,18-12-2017 13:37:12,Poular,36920M7461A,1955,62,M,GN06,Labe,GN0602,Labe,GIN060206,Hafia,M,Secondaire,8,6,Profession liberale,Non,Case,Paille,Latrineapuit,Puit ordinaire,7,0,2,2,1,0,7,7,38,Acceptable,Marche/Boutique,3,0,0,0,0,3,Phase 1,5500,6000,10000,12000,30000,1/mois,7/semaine,la vie est chère dans ma localité ;les denrées alimentaires sont rarent et chers.,5500,6000,10000,30000,12000,3,38,3
8904,2,18-12-2017 13:34:03,Soussou,42809X7661C,1963,54,F,GN05,Kindia,GN0504,Kindia,GIN050405,Kolente,F,Secondaire,6,4,Profession liberale,Non,Maison en dur,Tole,Latrineabeton,Puit ordinaire,7,7,0,4,3,0,7,0,57.5,Acceptable,Marche/Boutique,1,2,0,4,2,19,Phase 2,7000,5000,14000,12000,30000,7/semaine,7/semaine,la situation alimentaire est très dure ici nous souffrons dans notre localité . Tout est cher au marché.,7000,5000,14000,30000,12000,19,57.5,3
8905,7,18-12-2017 13:32:08,Malinke,81364K0661A,1955,62,F,GN03,Faranah,GN0304,Kissidougou,GIN030411,Sangardo,F,Primaire,17,12,Personnel de sante,Non,Case,Paille,Latrineapuit,Forage,7,2,0,1,1,3,4,4,32,Limite,Marche/Boutique,7,2,7,4,7,37,Phase 3,6500,7000,5500,10000,23000,3/semaine,1/semaine,"La situation alimentaire est compliquée cette année car les récoltes n’ont pas été bonnes 

",6500,7000,5500,23000,10000,37,32,2
8906,1,18-12-2017 13:25:41,Poular,10413X1161B,1951,66,M,GN06,Labe,GN0603,Lelouma,GIN060306,Lelouma centre,M,Secondaire,17,10,Profession liberale,Non,Maison en dur,Tole,Latrineapuit,Forage,7,2,0,3,2,1,7,0,38.5,Acceptable,Propre production/jardins,0,1,3,1,0,8,Phase 2,5500,6500,20000,10000,30000,1/mois,7/semaine,malgré que la situation soit critique ;du cote de la sante tout va bien nous remercions tous les ONG qui nous viennent en aide.,5500,6500,20000,30000,10000,8,38.5,3
8907,6,18-12-2017 13:23:31,Poular,31342F0961C,1992,25,M,GN07,Mamou,GN0701,Dalaba,GIN070102,Dalaba Centre,M,Secondaire,16,7,Commercant,Non,Maison en dur,Tole,Latrineapuit,Robinet,7,2,0,2,2,2,5,0,34.5,Limite,Marche/Boutique,1,2,1,0,7,13,Phase 2,5000,6500,8000,10000,30000,7/semaine,7/semaine,nous sommes en manques d'aliments chez nous; car les recoltes n'ont pas été bonnes cette année,5000,6500,8000,30000,10000,13,34.5,2
8908,5,18-12-2017 13:22:29,Francais,90965S1961D,1993,24,F,GN01,Boke,GN0102,Boke,GIN010202,Boke Centre,M,Aucun,19,15,Fonctionnaire,Non,Maison en banco,Paille,Latrineapuit,Robinet,7,0,0,7,1,1,7,0,47.5,Acceptable,Marche/Boutique,2,0,0,0,0,2,Phase 1,5000,5000,13000,13000,27000,7/semaine,7/semaine,les prix des denrées alimentaire sont très couteux dans sa localité,5000,5000,13000,27000,13000,2,47.5,3
8909,2,18-12-2017 13:22:21,Soussou,90927Q5961B,1990,27,F,GN01,Boke,GN0102,Boke,GIN010202,Boke Centre,M,Superieur,20,11,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Puit ordinaire,7,7,1,7,0,1,7,4,73.5,Acceptable,Marche/Boutique,1,3,2,2,0,15,Phase 2,6500,7000,7000,12000,35000,7/semaine,7/semaine,"la situation alimentaire varie d'un  ménage à un autre , les prix sont chers dans les marchés aussi .",6500,7000,7000,35000,12000,15,73.5,3
8910,6,18-12-2017 12:45:34,Francais,85362R5221A,1976,41,M,GN02,Conakry,GN0201,Conakry,GIN020104,Matoto,M,Superieur,9,5,Fonctionnaire,Oui,Maison en dur,Tole,Latrineabeton,Puit ordinaire,7,1,3,5,2,2,7,2,57.5,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5000,6500,8000,12000,40000,1/mois,7/semaine,Les prix sont exorbitant;surtout les aliments de bases,5000,6500,8000,40000,12000,0,57.5,3
8911,1,18-12-2017 12:40:46,Poular,72593L3221B,1963,54,M,GN07,Mamou,GN0703,Pita,GIN070308,Pita centre,M,Secondaire,11,7,Profession liberale,Non,Case,Paille,Latrineapuit,Source,7,5,0,7,4,7,7,7,75,Acceptable,Propre production/jardins,1,0,1,3,0,11,Phase 2,5500,6000,10000,10000,25000,7/semaine,7/semaine,les prix des denrées alimentaires sont chers au marché par exemple le kilo de viande est trop chers nous n'arrivons pas à manger à chaque fois,5500,6000,10000,25000,10000,11,75,3
8912,5,18-12-2017 12:38:45,Guerze,32745M6021B,1965,52,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080504,Koropara,M,Secondaire,22,19,Personnel de sante,Non,Maison en banco,Tole,Latrineapuit,Forage,7,0,0,2,3,6,7,0,34.5,Limite,Marche/Boutique,3,0,3,2,0,12,Phase 2,5000,6000,6500,7500,25000,1/mois,1/semaine,la situation est dure cette année car nos champs n'ont pas donnés et toutes nos plantation de café donc la population est pauvre et les denrées sont chers,5000,6000,6500,25000,7500,12,34.5,2
8913,2,18-12-2017 12:37:16,Francais,26918G6421B,1963,54,F,GN01,Boke,GN0104,Koundara,GIN010403,Koundara centre,M,Secondaire,7,6,Agriculture,Non,Maison en banco,Paille,Latrineapuit,Forage,7,7,0,2,0,2,5,7,51,Acceptable,Marche/Boutique,4,0,4,0,0,8,Phase 2,5000,7000,5000,13000,25000,1/semaine,2/semaine,la situation alimentaire est très dure cette année les prix sont exorbitants dans les marchés.,5000,7000,5000,25000,13000,8,51,3
8914,7,18-12-2017 12:36:40,Francais,20211U4821D,1980,37,M,GN03,Faranah,GN0302,Dinguiraye,GIN030204,Dinguiraye Centre,M,Superieur,7,2,Personnel de sante,Oui,Maison en dur,Tole,Latrineabeton,Forage,7,0,3,7,3,5,6,7,68.5,Acceptable,Marche/Boutique,2,0,0,0,0,2,Phase 1,5000,7000,10000,12000,25000,1/mois,1/mois,"La vie est chère actuellement car les prix sont exorbitants sur le marché

",5000,7000,10000,25000,12000,2,68.5,3
8915,1,18-12-2017 12:31:33,Poular,12303C3221B,1953,64,M,GN07,Mamou,GN0702,Mamou,GIN070211,Soyah,M,Primaire,16,14,Agriculture,Non,Case,Paille,Latrineabeton,Forage,7,3,1,2,4,7,7,0,49.5,Acceptable,Propre production/jardins,3,0,2,2,0,11,Phase 2,5500,6000,10000,12000,30000,7/semaine,7/semaine,a cause du manque d'eau  la recolte a été  peu cette année par consequent les denrées alimentaires sont chers dans les marchés.,5500,6000,10000,30000,12000,11,49.5,3
8916,6,18-12-2017 12:26:07,Francais,53710Z0221C,1984,33,F,GN02,Conakry,GN0201,Conakry,GIN020104,Matoto,M,Superieur,9,3,Fonctionnaire,Oui,Maison en dur,Tole,Toiletteavecchasse,Forage,7,2,7,7,1,7,4,0,86,Acceptable,Marche/Boutique,0,0,0,0,1,1,Phase 1,5000,4000,25000,15000,35000,1/mois,1/mois,les femmes se plaignent souvent de la cherté des prix dans les marchés,5000,4000,25000,35000,15000,1,86,3
8917,2,18-12-2017 12:24:59,Poular,89997U6421D,1943,74,M,GN01,Boke,GN0103,Gaoual,GIN010306,Malanta,M,Aucun,15,9,Agriculture,Non,Maison en dur,Tole,Autre:brousse,Source,7,0,0,0,0,4,4,0,20,Pauvre,Propre production/jardins,2,1,0,0,7,11,Phase 2,6500,7000,5000,15000,22000,7/semaine,7/semaine,malgré le temps de récolte; les prix des denrées alimentaires sont très chers dans notre localité ici,6500,7000,5000,22000,15000,11,20,1
8918,7,18-12-2017 12:24:46,Poular,80216X8821B,1982,35,M,GN07,Mamou,GN0702,Mamou,GIN070202,Dounet,M,Alphabetise,3,1,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,2,0,3,1,2,7,0,38.5,Acceptable,Propre production/jardins,0,2,0,0,0,4,Phase 2,5500,7000,15000,9000,25000,1/mois,1/semaine,les temps sont dures mais malgré cela nous mangeons cas même,5500,7000,15000,25000,9000,4,38.5,3
8919,5,18-12-2017 12:22:40,Francais,79174J6021A,1999,18,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Superieur,18,1,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,1,0,7,1,7,2,0,54,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5000,5500,8000,10000,30000,3/mois,1/mois,les prix des denrées sont très couteux dans sa localité,5000,5500,8000,30000,10000,0,54,3
8920,1,18-12-2017 12:21:15,Poular,58961L3221A,1975,42,M,GN07,Mamou,GN0703,Pita,GIN070307,Ninguelande,M,Primaire,8,6,Ouvrier,Non,Case,Paille,Pasdetoilette,Source,7,2,0,7,2,2,7,3,57,Acceptable,Propre production/jardins,7,2,2,1,0,16,Phase 2,5500,6000,20000,12000,30000,7/semaine,7/semaine,les prix des aliments sont trop couteux dans le marchélocale; par rapport à nos marchés hebdomadaires qui sont moins chers surtout au mois d'aout.,5500,6000,20000,30000,12000,16,57,3
8921,5,18-12-2017 12:13:13,Francais,60404Q6021C,1984,33,F,GN08,N'Zerekore,GN0804,Macenta,GIN080406,Kouankan,M,Secondaire,8,5,Autre: agent communautaire,Non,Maison en dur,Tole,Latrineapuit,Robinet,7,0,0,0,1,3,2,0,19,Pauvre,Marche/Boutique,1,2,2,3,4,20,Phase 2,5000,5000,7500,10000,30000,7/semaine,7/semaine,les aliments sont très couteux chez eux,5000,5000,7500,30000,10000,20,19,1
8922,7,18-12-2017 12:12:00,Francais,71256B9821B,1952,65,F,GN03,Faranah,GN0301,Dabola,GIN030106,Kankama,M,Aucun,15,10,Agriculture,Non,Case,Paille,Latrineabeton,Puit ameliore,7,7,0,0,2,7,7,0,47.5,Acceptable,Marche/Boutique,0,7,4,3,3,30,Phase 3,7000,10000,10000,10000,25000,1/semaine,1/semaine,"La situation alimentaire est compliquée cette année car les récoltes n’ont pas été bonnes 

",7000,10000,10000,25000,10000,30,47.5,3
8923,8,18-12-2017 12:11:55,Francais,75737A4021B,1992,25,F,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,15,6,Fonctionnaire,Oui,Maison en dur,Tole,Toiletteavecchasse,Forage,7,0,0,7,4,0,7,0,49.5,Acceptable,Marche/Boutique,0,1,1,1,0,6,Phase 2,6000,8000,15000,18000,35000,1/mois,7/semaine,La vie est très chère et les denrées alimentaires sont très rares,6000,8000,15000,35000,18000,6,49.5,3
8924,2,18-12-2017 12:08:42,Francais,00445I0821B,1989,28,M,GN01,Boke,GN0102,Boke,GIN010204,Kamsar,M,Secondaire,8,4,Fonctionnaire,Oui,Maison en dur,Tole,Toiletteavecchasse,Robinet,7,3,7,7,1,3,7,5,89,Acceptable,Marche/Boutique,0,0,0,2,1,7,Phase 2,6500,6000,8000,9000,25000,1/mois,1/mois,"la situation est un peu bonne ici , les prix varient en fonction des périodes de récoltes.",6500,6000,8000,25000,9000,7,89,3
